datetime;pCharge;pDischarge;eBess;eDeg;pCharge2;pDischarge2;eBess2;eDeg2;pAbs;expectRevs;Totaldeg;Total;Merge
2023-07-31T22:00:00Z;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;32,01;3299,9109;0,0;3299,9109;0,0
2023-07-31T23:00:00Z;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30,86;2991,5683999999997;0,0;2991,5683999999997;0,0
2023-08-01T00:00:00Z;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30,15;2646,8685;0,0;2646,8685;0,0
2023-08-01T01:00:00Z;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30,25;2495,625;0,0;2495,625;0,0
2023-08-01T02:00:00Z;100,0;0,0;95,0;0,0;0,0;0,0;0,0;0,0;129,81;10203,065999999999;0,0;10203,065999999999;100,0
2023-08-01T03:00:00Z;5,2631579;0,0;100,0;0,0;0,0;0,0;0,0;0,0;35,303158;2798,1283030800005;0,0;2798,1283030800005;5,2631579
2023-08-01T04:00:00Z;0,0;0,0;100,0;0,0;0,0;0,0;0,0;0,0;32,8;3078,6079999999997;0,0;3078,6079999999997;0,0
2023-08-01T05:00:00Z;0,0;38,44;59,536842;0,001592384;0,0;0,0;0,0;0,0;3,67;347,5123;0,869441664;348,381741664;-38,44
2023-08-01T06:00:00Z;0,0;56,56;0,0;0,0023430082;0,0;0,0;0,0;0,0;0,0;0,0;1,2792824772;1,2792824772;-56,56
2023-08-01T07:00:00Z;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;77,55;6805,7880000000005;0,0;6805,7880000000005;0,0
2023-08-01T08:00:00Z;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;115,14;8808,210000000001;0,0;8808,210000000001;0,0
2023-08-01T09:00:00Z;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;137,0;10821,63;0,0;10821,63;0,0
2023-08-01T10:00:00Z;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;108,55;8574,3645;0,0;8574,3645;0,0
2023-08-01T11:00:00Z;0,0;0,0;0,0;0,0;7,0588235;0,0;6,0;0,0;72,498824;5274,289446;0,0;5274,289446;0,0
2023-08-01T12:00:00Z;0,0;0,0;0,0;0,0;10,0;0,0;14,5;0,0;48,68;3530,2736;0,0;3530,2736;0,0
2023-08-01T13:00:00Z;0,0;0,0;0,0;0,0;10,0;0,0;23,0;0,0;57,53;3969,57;0,0;3969,57;0,0
2023-08-01T14:00:00Z;40,493158;0,0;38,4685;0,0;10,0;0,0;31,5;0,0;117,21316;8068,9539344;0,0;8068,9539344;40,493158
2023-08-01T15:00:00Z;64,77;0,0;100,0;0,0;10,0;0,0;40,0;0,0;140,0;9637,6;0,0;9637,6;64,77
2023-08-01T16:00:00Z;0,0;0,0;100,0;0,0;0,0;0,0;40,0;0,0;66,28;5244,073600000001;0,0;5244,073600000001;0,0
2023-08-01T17:00:00Z;0,0;0,0;100,0;0,0;0,0;0,0;40,0;0,0;67,37;6379,2653;0,0;6379,2653;0,0
2023-08-01T18:00:00Z;0,0;32,62;65,663158;0,0013512894;0,0;8,5;30,0;0,0002063799;16,52;1738,2343999999998;0,8011626417000001;1739,0355626417;-32,62
2023-08-01T19:00:00Z;0,0;33,97;29,905263;0,0014072134;0,0;8,5;20,0;0,0002063799;0,0;0,0;0,8316971457;0,8316971457;-33,97
2023-08-01T20:00:00Z;0,0;28,41;0,0;0,0011768894;0,0;8,5;10,0;0,0002063799;0,0;0,0;0,7059402416999999;0,7059402416999999;-28,41
2023-08-01T21:00:00Z;0,0;0,0;0,0;0,0;0,0;8,5;0,0;0,0002063799;26,51;2771,6205;0,0633586293;2771,6838586293;0,0
