;DateTime;Price
507;2023-09-12 01:00:00;110.00
508;2023-09-12 02:00:00;108.70
509;2023-09-12 03:00:00;112.04
510;2023-09-12 04:00:00;132.35
511;2023-09-12 05:00:00;139.47
512;2023-09-12 06:00:00;137.76
513;2023-09-12 07:00:00;118.94
514;2023-09-12 08:00:00;102.86
515;2023-09-12 09:00:00;99.67
516;2023-09-12 10:00:00;99.51
517;2023-09-12 11:00:00;99.51
518;2023-09-12 12:00:00;99.51
519;2023-09-12 13:00:00;99.51
520;2023-09-12 14:00:00;102.17
521;2023-09-12 15:00:00;110.46
522;2023-09-12 16:00:00;118.40
523;2023-09-12 17:00:00;138.33
524;2023-09-12 18:00:00;148.53
525;2023-09-12 19:00:00;158.61
526;2023-09-12 20:00:00;145.80
527;2023-09-12 21:00:00;135.14
528;2023-09-13 22:00:00;145.00
529;2023-09-13 23:00:00;140.00
530;2023-09-14 00:00:00;120.76
531;2023-09-14 01:00:00;114.56
532;2023-09-14 02:00:00;111.12
533;2023-09-14 03:00:00;114.56
534;2023-09-14 04:00:00;138.33
535;2023-09-14 05:00:00;153.79
536;2023-09-14 06:00:00;157.41
537;2023-09-14 07:00:00;137.19
538;2023-09-14 08:00:00;120.76
539;2023-09-14 09:00:00;115.89
540;2023-09-14 10:00:00;114.56
541;2023-09-14 11:00:00;114.56
542;2023-09-14 12:00:00;114.56
543;2023-09-14 13:00:00;115.35
544;2023-09-14 14:00:00;120.04
545;2023-09-14 15:00:00;135.51
546;2023-09-14 16:00:00;138.33
547;2023-09-14 17:00:00;153.79
548;2023-09-14 18:00:00;168.08
549;2023-09-14 19:00:00;180.34
550;2023-09-14 20:00:00;170.01
551;2023-09-14 21:00:00;144.06
552;2023-09-15 22:00:00;145.00
553;2023-09-15 23:00:00;138.87
554;2023-09-16 00:00:00;124.79
555;2023-09-16 01:00:00;124.79
556;2023-09-16 02:00:00;120.00
557;2023-09-16 03:00:00;126.00
558;2023-09-16 04:00:00;139.47
559;2023-09-16 05:00:00;152.53
560;2023-09-16 06:00:00;154.94
561;2023-09-16 07:00:00;131.97
562;2023-09-16 08:00:00;122.47
563;2023-09-16 09:00:00;112.61
564;2023-09-16 10:00:00;115.00
565;2023-09-16 11:00:00;112.27
566;2023-09-16 12:00:00;113.00
567;2023-09-16 13:00:00;117.94
568;2023-09-16 14:00:00;118.63
569;2023-09-16 15:00:00;112.72
570;2023-09-16 16:00:00;124.79
571;2023-09-16 17:00:00;147.27
572;2023-09-16 18:00:00;163.88
573;2023-09-16 19:00:00;171.16
574;2023-09-16 20:00:00;159.70
575;2023-09-16 21:00:00;140.04
576;2023-09-17 22:00:00;114.95
577;2023-09-17 23:00:00;103.81
578;2023-09-18 00:00:00;99.26
579;2023-09-18 01:00:00;99.34
580;2023-09-18 02:00:00;98.40
581;2023-09-18 03:00:00;103.23
582;2023-09-18 04:00:00;124.22
583;2023-09-18 05:00:00;135.12
584;2023-09-18 06:00:00;139.42
585;2023-09-18 07:00:00;129.03
586;2023-09-18 08:00:00;114.01
587;2023-09-18 09:00:00;110.63
588;2023-09-18 10:00:00;102.36
589;2023-09-18 11:00:00;100.06
590;2023-09-18 12:00:00;96.85
591;2023-09-18 13:00:00;92.51
592;2023-09-18 14:00:00;91.33
593;2023-09-18 15:00:00;91.33
594;2023-09-18 16:00:00;92.33
595;2023-09-18 17:00:00;125.02
596;2023-09-18 18:00:00;139.69
597;2023-09-18 19:00:00;140.61
598;2023-09-18 20:00:00;128.78
599;2023-09-18 21:00:00;108.34
600;2023-09-19 22:00:00;109.90
601;2023-09-19 23:00:00;104.44
602;2023-09-20 00:00:00;104.44
603;2023-09-20 01:00:00;105.00
604;2023-09-20 02:00:00;104.44
605;2023-09-20 03:00:00;104.44
606;2023-09-20 04:00:00;108.94
607;2023-09-20 05:00:00;105.00
608;2023-09-20 06:00:00;104.44
609;2023-09-20 07:00:00;107.00
610;2023-09-20 08:00:00;99.36
611;2023-09-20 09:00:00;92.20
612;2023-09-20 10:00:00;90.73
